id,date,price,bedrooms,bathrooms,floors,waterfront,view,condition,review_score,basement_size,built,renovation,zipcode,latitude,longitude,living_room_size,lot_size
6771364,12/7/2014,549000,3,1.75,3,0,0,fair,None,0,2014,0,98115,47.6765,-122.32,1580,3090
6877070,6/3/2014,425000,3,2.25,1,0,0,fair,8,550,1979,0,98122,47.6113,-122.297,1440,4080
6727436,20/11/2014,317625,3,2.75,1.5,0,0,excellent,None,1000,1925,0,98144,47.5747,-122.304,1440,4000
7770200,9/9/2014,975000,4,2.5,2,0,0,fair,8,0,1989,0,98004,47.5815,-122.192,2750,11049
6890786,10/9/2014,287000,4,2.5,2,0,0,fair,5,0,2005,0,98001,47.3378,-122.257,2221,4557
7020715,25/8/2014,204000,3,1,1,0,0,good,7,0,1968,0,98042,47.3621,-122.11,1010,12635
7502204,6/12/2014,1325000,5,2.25,1,0,0,fair,None,1600,1965,0,98004,47.6303,-122.215,3390,20158
6758081,9/12/2014,1040000,5,3.25,1,0,0,good,7,1700,1973,0,98005,47.6525,-122.16,3530,38917
7608314,1/5/2015,325000,3,2,1,0,0,good,7,0,1972,0,98034,47.7362,-122.179,1640,4745
7058986,6/10/2014,571000,4,2,1.5,0,0,excellent,7,500,1916,0,98125,47.7168,-122.287,1510,7807
7576200,7/10/2014,360000,4,2.5,2,0,0,FAIR,6,0,2005,0,98038,47.3608,-122.036,2420,5000
8055940,16/3/2015,349000,3,1.75,1,0,0,excellent,7,700,1965,0,98042,47.3511,-122.073,1940,50529
6990148,11/5/2014,832500,4,4,2,0,0,good,7,1040,1986,0,98075,47.5822,-121.987,3240,35020
6746757,13/10/2014,380000,4,1.75,1,0,0,fair,6,880,1956,0,98008,47.6034,-122.125,1680,7500
7125741,20/4/2015,480000,3,1,1,0,0,fair,7,0,1941,0,98116,47.5636,-122.394,890,5060
7145212,6/9/2014,410000,3,1,1,0,0,good,7,500,1956,0,98133,47.7073,-122.34,1130,5693
7997775,23/3/2015,720000,4,2.5,2,0,0,FAIR,None,0,2002,0,98010,47.342,-122.025,3350,39750
None,None,390000,3,None,None,0,0,fair,7,None,None,None,98038,None,None,None,5363
7632707,22/12/2014,360000,4,2.5,2,0,0,fair,8,0,1992,0,98038,47.349,-122.031,1870,6405
7019359,None,None,None,1,None,None,None,None,5,None,1948,0,None,None,-122.291,1720,None
7513315,28/1/2015,356000,3,1.5,1,0,0,fair,7,0,1964,0,98059,47.4811,-122.149,1850,8797
7311096,6/2/2014,315000,3,1,1,0,0,fair,9,0,1952,0,98125,47.7264,-122.31,1570,7203
6842414,14/11/2014,940000,3,1.5,2,0,0,fair,8,240,1925,0,98119,47.6337,-122.365,2020,4800
7723196,11/3/2014,305000,5,2.25,1.5,0,0,excellent,7,0,1961,0,98092,47.2909,-122.189,1590,8165
None,None,461000,None,3.25,2,None,0,None,8,790,None,None,98056,None,None,None,None
7382718,19/5/2014,215000,2,2.25,2,0,0,GOOD,8,0,1979,0,98056,47.518,-122.194,1950,2025
7608624,9/4/2014,335000,2,1.75,2,0,0,fair,7,265,2006,0,98136,47.5394,-122.387,1030,1106
None,None,243500,None,None,None,0,None,fair,7,0,1988,None,98023,47.2897,-122.372,None,None
7042662,3/11/2015,1099880,5,2.75,2,0,0,good,7,0,2001,0,98199,47.6506,-122.391,2520,6250
7118627,26/2/2015,None,None,None,None,0,0,None,7,None,1962,None,None,None,None,1350,10500
6833877,25/7/2014,430000,3,1.5,1,0,0,fair,8,290,1939,0,98117,47.687,-122.386,1570,4500
6833877,None,700000,3,None,None,None,None,None,7,290,1939,0,None,47.687,-122.386,None,4500
7648705,9/8/2014,905000,4,2.5,1,0,0,fair,7,910,1946,1991,98040,47.5873,-122.249,1950,6045
6931600,30/3/2015,247500,3,1.75,1,0,0,fair,8,0,1967,0,98032,47.3576,-122.277,1750,15616
7006163,9/12/2014,199000,4,1.5,1,0,0,good,None,0,1975,0,98023,47.3036,-122.378,1160,6400
None,None,314000,None,None,1,0,None,None,7,600,None,0,None,47.4109,-121.958,1650,None
7219914,16/5/2014,437500,3,2.5,2,0,2,fair,8,0,1992,0,98045,47.4838,-121.714,2550,35065
7358632,6/11/2014,850830,3,2.5,1.5,0,0,excellent,9,800,1910,0,98102,47.6415,-122.315,2200,4500
7480469,27/10/2014,555000,3,None,None,0,None,None,8,None,1929,None,None,None,None,1610,None
7005566,12/12/2014,699950,3,2.25,2,0,0,good,7,0,1983,0,98077,47.7731,-122.08,2570,47777
7496462,10/7/2014,1088000,3,2.5,2,0,0,fair,7,0,1950,2010,98004,47.5814,-122.196,2370,8113
7967835,24/9/2014,290000,3,1,1,0,0,fair,8,0,1954,0,98058,47.4375,-122.184,1640,14910
7660329,4/2/2015,375000,3,2.5,1,0,0,good,7,880,1978,0,98058,47.4431,-122.133,2250,8162
7097216,23/5/2014,460000,3,1,1.5,0,0,good,8,500,1939,0,98117,47.6878,-122.38,1240,4005
7356718,23/7/2014,188500,2,1.75,1,0,0,good,6,0,1985,0,98198,47.3813,-122.322,1270,4966
7223841,3/5/2015,680000,4,2.5,2,0,0,good,8,0,1991,0,98077,47.7304,-122.082,2990,35001
7656440,27/8/2014,470000,5,1.75,2,0,0,GOOD,7,0,1942,0,98052,47.6417,-122.109,2500,9433
7938281,25/7/2014,597750,4,2.5,2,0,0,fair,8,0,1984,0,98027,47.5386,-122.053,1940,9636
6917823,3/4/2015,570000,3,1.75,1,0,0,excellent,8,560,1905,0,98103,47.6823,-122.349,1380,3536
7384871,None,None,None,None,1,0,None,good,7,380,None,0,98038,None,None,None,None
7861420,24/11/2014,329950,3,1.75,1,0,2,fair,8,1000,1971,0,98108,47.5474,-122.295,2090,5500
7340841,28/10/2014,480000,4,2.5,2,0,3,fair,None,710,2001,0,98001,47.3183,-122.253,2640,8517
7764787,21/11/2014,740500,3,3.5,2,0,0,fair,9,1600,1900,1999,98117,47.6981,-122.368,1830,6350
8038959,26/6/2014,518500,3,3.5,3,0,0,fair,9,0,2010,0,98103,47.6824,-122.347,1620,3166
None,None,None,2,1,None,0,0,good,7,0,None,None,98178,None,None,1190,6780
7161728,1/8/2015,171800,4,2,1,0,0,fair,8,0,1950,0,98168,47.4965,-122.303,1880,9000
8054938,5/11/2015,535000,4,1,1.5,0,0,good,7,0,1925,0,98144,47.587,-122.294,1610,4040
7771921,1/2/2015,660000,3,2.5,1,0,2,fair,7,840,1964,0,98177,47.7728,-122.386,2340,10856
6857115,19/11/2014,391500,3,2,1,0,0,fair,8,0,1987,0,98034,47.7288,-122.226,1580,9104
7248700,4/6/2015,395000,2,1,1,0,0,fair,7,0,1953,0,98117,47.6999,-122.364,1710,6000
7105040,11/4/2014,445000,4,1.75,1.5,0,0,excellent,8,380,1924,0,98118,47.5299,-122.266,1850,4400
7387641,18/6/2014,770000,3,2.25,2,0,0,fair,9,0,1990,0,98052,47.6897,-122.098,2700,13992
7584715,3/2/2015,1450000,4,2.75,1.5,0,0,fair,10,770,1914,1992,98004,47.6141,-122.212,3060,11275
7656053,17/7/2014,445000,3,2.25,1,0,2,fair,10,480,1967,0,98178,47.5091,-122.244,2660,8712
6839921,17/7/2014,260000,4,2.25,1,0,0,fair,7,800,1978,0,98023,47.3129,-122.39,2090,8400
7040599,13/6/2014,822500,5,3.5,2,0,0,excellent,6,600,1926,0,98103,47.6763,-122.352,1700,4960
7562026,4/6/2015,430000,4,2.5,2,0,0,fair,7,0,2004,0,98065,47.5319,-121.85,1970,3748
7076213,1/5/2015,212000,3,1.75,1,0,0,good,6,0,1986,0,98092,47.2761,-122.152,1420,7680
7326716,28/4/2015,660500,4,2.25,1,0,0,fair,7,570,1986,0,98027,47.5343,-122.054,2060,9793
7049317,6/12/2014,784000,3,3.5,1.5,0,0,fair,7,1490,1989,0,98052,47.697,-122.072,2480,88500
7711468,5/12/2014,453246,3,2.5,2,0,0,fair,7,620,2014,0,98029,47.5517,-121.998,1690,1662
7691569,26/1/2015,675000,4,3.5,3,0,0,fair,7,0,2005,0,98107,47.6734,-122.38,1540,2285
6892688,13/8/2014,199000,3,1.75,1,0,0,good,8,0,1956,0,98003,47.3257,-122.296,1550,19265
7737656,8/5/2014,220000,4,1.75,1,0,0,fair,8,1010,1968,0,98003,47.3309,-122.299,1750,8140
6957013,29/5/2014,452000,4,2.25,1,0,0,good,7,1250,1968,0,98028,47.7689,-122.266,1550,10436
7338769,7/7/2014,382500,2,1,1,0,0,fair,7,0,1981,0,98125,47.7135,-122.287,1060,5715
6800783,5/7/2014,519950,3,2.25,3,0,0,fair,6,0,2014,0,98107,47.6722,-122.381,1350,1310
6792226,27/6/2014,665000,2,1,1,0,0,fair,6,0,1925,0,98119,47.6338,-122.358,1170,3600
6986064,7/8/2014,527700,5,2.5,1,0,0,good,10,1270,1968,0,98006,47.5707,-122.128,2820,9375
7812021,5/8/2015,205000,3,1,1,0,0,good,7,600,1962,0,98058,47.4563,-122.171,1610,8579
7825326,15/4/2015,420000,3,1,1,0,0,good,9,120,1923,0,98133,47.7144,-122.351,1560,7940
7278278,27/2/2015,500000,4,2.25,1,0,0,GOOD,7,650,1961,0,98006,47.5495,-122.174,2230,8824
7150167,12/3/2014,921500,4,2.5,2,0,0,GOOD,7,0,1994,0,98077,47.7421,-122.026,2840,87991
7809299,25/6/2014,890000,4,1,2,0,0,FAIR,7,180,1905,0,98109,47.6354,-122.353,2200,4000
7087789,8/6/2014,430000,2,2.5,2,0,0,fair,7,0,2007,0,98027,47.5262,-121.943,1940,193842
6798811,30/10/2014,258000,5,2,1,0,0,good,7,1130,1960,0,98032,47.3887,-122.286,1360,18000
8033553,11/4/2014,511000,3,1,1,0,0,fair,6,450,1947,0,98103,47.6873,-122.336,1450,4599
7611833,20/8/2014,532170,3,2,2,0,0,fair,8,0,1990,0,98103,47.6838,-122.353,1500,3090
6757027,4/9/2015,560000,3,1,1.5,0,0,fair,7,0,1947,0,98107,47.655,-122.359,1420,5000
6778073,31/3/2015,282950,3,1,1,0,0,GOOD,7,0,1954,0,98003,47.3255,-122.304,1680,8633
8067815,4/1/2015,2250000,4,3.25,2,0,3,fair,8,1640,2006,0,98006,47.562,-122.162,3160,9750
None,None,None,None,None,None,0,0,fair,9,0,1942,0,98115,None,None,None,5100
7115228,28/7/2014,215000,3,1,1,0,0,good,8,0,1967,0,98058,47.4479,-122.176,1190,7669
None,20/11/2014,None,5,3.5,None,0,None,fair,9,None,None,None,None,None,None,2640,None
7906199,8/7/2014,320000,4,2.75,1,0,0,fair,8,1020,1967,0,98023,47.3135,-122.369,1980,7875
7881741,13/11/2014,247000,3,2,1.5,0,0,fair,8,0,1916,2013,98022,47.2086,-121.996,1160,7198
7517688,10/3/2014,320000,4,1.75,1,0,0,good,9,0,1968,0,98059,47.4715,-122.118,1730,11180
7710778,5/7/2014,255000,5,2.25,1,0,0,fair,7,1030,1962,0,98146,47.4877,-122.335,1010,11680
7340934,3/9/2015,438000,3,1.75,1,0,0,fair,7,0,1962,0,98034,47.7171,-122.193,1200,9660
7236938,3/4/2015,900000,3,2.5,2,0,0,fair,7,0,2000,0,98075,47.6012,-122.023,3400,12601
7962143,20/6/2014,441000,3,2.75,1,0,0,FAIR,7,750,1979,0,98034,47.7319,-122.224,1710,8152
7763403,8/12/2014,420000,3,2,1,0,0,good,8,1010,1975,0,98027,47.4582,-122.023,2110,36590
7298556,12/8/2014,370000,3,1.75,1,0,0,FAIR,7,400,1976,0,98034,47.7209,-122.168,1640,7500
7978144,19/2/2015,269950,2,1.75,1,0,0,EXCELLENT,10,640,1949,0,98198,47.408,-122.327,1830,9750
7724317,24/3/2015,807100,4,2.5,2,0,0,fair,8,0,1999,0,98006,47.565,-122.125,2920,4500
7511468,6/5/2014,653000,3,2.5,1,0,0,good,7,1070,1979,0,98034,47.7028,-122.231,2480,8750
7689538,6/11/2014,371500,3,2,1,0,0,excellent,9,0,1964,0,98133,47.7458,-122.331,1770,7288
7390948,16/3/2015,284000,3,1.75,1,0,0,fair,6,0,1954,0,98166,47.4776,-122.337,1070,7920
7137352,1/2/2015,272000,3,1.75,1,0,0,good,11,490,1978,0,98023,47.3026,-122.374,1930,7350
7521800,5/2/2014,313000,3,1.5,1.5,0,0,fair,7,0,1955,0,98133,47.7658,-122.339,1480,7940
None,None,917500,4,2.5,2,None,0,None,8,None,None,None,None,None,None,3740,None
8005875,29/9/2014,673000,4,2.25,2,0,0,good,7,0,1980,0,98006,47.5619,-122.125,2260,8335
7943076,2/10/2015,425000,3,2.5,2,0,0,fair,6,300,2008,0,98122,47.6106,-122.31,1590,1795
8063076,7/9/2014,399950,5,2.75,1,0,0,fair,5,650,1986,0,98144,47.5868,-122.308,1280,2150
7207672,30/5/2014,385000,3,1,1,0,0,fair,None,0,1901,0,98122,47.6101,-122.307,1200,4800
7991169,17/11/2014,269950,3,1.5,1,0,2,good,7,630,1975,0,98022,47.1976,-121.999,1950,8941
7531469,1/7/2015,330000,2,1,1,0,0,fair,8,290,1949,0,98177,47.7224,-122.358,1540,8280
7633955,25/7/2014,260000,3,2.5,2,0,0,fair,7,0,1988,0,98030,47.3505,-122.179,1670,6183
6835248,14/4/2015,470000,4,3,1.5,0,0,good,10,700,1925,0,98126,47.5384,-122.376,1410,5375
7385296,None,589000,None,3,None,None,None,excellent,7,None,1961,0,98034,47.7044,None,None,9600
6948650,23/7/2014,163500,2,1.5,2,0,0,fair,9,0,1996,0,98038,47.3848,-122.039,1050,3417
7303228,9/5/2014,835000,4,2.75,2,0,0,fair,7,990,1993,0,98052,47.6993,-122.102,2260,9984
7465023,21/11/2014,1095000,5,3,1,0,2,good,9,2000,1986,0,98033,47.6627,-122.188,2540,10270
7836437,15/4/2015,269000,4,1.75,1,0,0,good,5,390,1969,0,98023,47.3099,-122.379,2190,8910
7145257,5/5/2014,560000,3,2.5,2,0,0,fair,7,0,1987,0,98074,47.62,-122.043,2030,8744
7658609,18/4/2015,615000,4,1,1.5,0,0,GOOD,11,0,1901,0,98103,47.65,-122.34,1330,4400
7886393,12/5/2014,585188,3,2.25,1,0,0,fair,7,800,1975,0,98052,47.6647,-122.153,2230,9340
7711977,18/8/2014,305000,3,1.75,1,0,0,fair,7,430,1977,0,98034,47.726,-122.191,1540,8400
7546570,11/5/2014,166950,3,1,1,0,0,FAIR,6,0,1959,0,98058,47.4616,-122.184,1230,7980
7107477,None,None,3,2.5,1,None,0,None,7,None,None,0,None,47.5505,-122.219,None,None
7456635,25/6/2014,400000,3,2.5,1,0,0,good,11,760,1962,0,98133,47.7606,-122.336,1900,7818
6927067,12/1/2014,230000,3,1,1,0,0,FAIR,8,0,1948,0,98155,47.7481,-122.3,1570,10228
6832384,15/5/2014,256883,3,2.5,2,0,0,fair,8,0,2003,0,98023,47.2779,-122.347,2550,5001
6738261,11/11/2014,423000,4,2,1.5,0,0,excellent,8,840,1920,0,98108,47.5511,-122.312,1500,6480
7684558,23/7/2014,465000,3,2.5,2,0,0,fair,9,0,2007,0,98126,47.5488,-122.372,1750,2385
7924940,13/1/2015,440000,3,2.5,2,0,0,fair,8,0,1997,0,98024,47.5385,-121.911,2330,67268
None,None,None,None,1.75,1,0,None,None,8,0,1969,0,None,47.4058,None,1560,None
7746729,3/11/2015,210000,3,1,1,0,0,good,8,0,1943,0,98056,47.5093,-122.184,1300,9514
7228370,11/12/2014,297000,3,2.5,2,0,0,fair,9,0,1994,0,98042,47.3777,-122.165,2030,10450
6999264,16/7/2014,470000,3,1,1,0,0,FAIR,7,0,1952,0,98107,47.675,-122.394,1680,5000
7256807,8/4/2014,226500,3,1.5,1,0,0,good,7,400,1976,0,98023,47.3025,-122.37,1430,7500
7598303,3/3/2015,274250,3,1,1,0,0,good,6,0,1962,0,98059,47.4787,-122.158,1400,8040
6765075,8/4/2014,840000,4,1.75,1,0,0,good,7,850,1966,0,98040,47.5378,-122.219,2770,10744
7273861,19/9/2014,677900,3,2.5,2,0,0,fair,9,0,2010,0,98052,47.7073,-122.114,2750,4587
7947352,2/5/2015,425000,3,1,1,0,0,fair,7,0,1915,0,98116,47.5733,-122.381,1290,5000
None,None,None,2,0.75,1,0,None,fair,10,None,None,None,None,None,-122.339,None,14280
8038384,17/7/2014,464000,6,3,2,0,0,fair,9,700,1920,1994,98133,47.7067,-122.343,1560,1312
6812797,22/4/2015,320000,4,2.25,2,0,0,fair,8,0,1993,0,98038,47.354,-122.047,1630,6397
6897612,17/7/2014,625504,3,2.25,2,0,0,fair,7,210,2014,0,98105,47.6647,-122.284,1160,1327
7755221,15/5/2014,592500,4,2.5,1,0,0,fair,7,0,1983,0,98074,47.6143,-122.017,2520,12368
7058133,14/1/2015,465000,3,2.5,2,0,0,fair,7,0,2005,0,98001,47.3185,-122.275,2590,18386
7259390,27/5/2014,477000,4,2.75,2,0,0,fair,9,0,1978,0,98118,47.5458,-122.268,2130,8700
7102361,15/1/2015,280000,2,1,1,0,0,fair,9,0,1923,0,98168,47.4889,-122.299,1100,14459
6867004,21/2/2015,1505000,5,3,1,0,3,fair,8,1430,1957,1991,98040,47.5673,-122.21,3836,20953
6877245,7/3/2014,445838,3,2.5,2,0,0,fair,7,0,2000,0,98146,47.5133,-122.379,1320,5390
7586517,28/8/2014,1072000,2,2.25,1,0,3,fair,6,1950,1947,0,98144,47.5884,-122.291,2580,5184
8028990,23/10/2014,467000,2,1.5,1,0,0,good,10,0,1947,0,98177,47.7145,-122.367,2120,12040
7060664,22/8/2014,686000,4,2.5,2,0,0,fair,7,0,1999,0,98075,47.5836,-122.026,3070,8127
6849357,6/5/2014,279950,3,2,1,0,0,fair,8,400,1961,0,98198,47.398,-122.299,1900,10125
7775166,9/4/2014,527000,4,2.25,2,0,0,fair,9,0,1987,0,98011,47.7663,-122.215,1910,10055
7887542,18/9/2014,325000,3,2.25,1,0,0,good,6,440,1966,0,98030,47.3758,-122.217,2080,9583
7672746,9/3/2014,328000,3,2.25,2,0,0,fair,8,0,1994,0,98038,47.3828,-122.023,2020,8031
6976215,6/4/2014,390000,3,2.25,1,0,0,excellent,8,0,1942,0,98146,47.5123,-122.373,1280,7392
7735268,3/9/2015,479950,2,2,1,0,0,fair,7,0,2005,0,98053,47.7076,-122.013,1640,6009
7369504,29/5/2014,264950,4,2.25,1,0,0,GOOD,7,600,1978,0,98023,47.2922,-122.371,1510,9753
7816809,15/1/2015,235000,3,1,1,0,0,good,9,450,1961,0,98031,47.4075,-122.214,1960,13068
6786700,3/3/2015,516500,3,2.5,2,0,0,fair,9,0,2004,0,98053,47.6794,-122.034,2250,4729
7832613,13/4/2015,655000,2,None,2,None,None,None,7,220,None,None,98166,47.4497,None,None,None
7237579,16/6/2014,500000,4,2.75,1,0,0,excellent,9,0,1960,0,98059,47.5218,-122.164,2280,15347
7360413,21/11/2014,315000,6,2.75,1,0,0,fair,8,1160,1978,0,98023,47.3103,-122.339,2120,8236
6769203,None,None,None,None,1,0,None,None,7,None,None,None,98024,47.5687,None,None,13702
7632203,9/2/2014,475000,3,1.5,1.5,0,0,excellent,6,860,1947,0,98108,47.5575,-122.303,2090,4800
None,6/10/2014,1025000,None,None,2,0,None,fair,11,None,1983,0,98033,None,None,None,None
7727558,4/9/2015,416000,3,2,1,0,0,excellent,8,580,1976,0,98010,47.3459,-121.95,2070,80100
7268906,20/3/2015,410000,4,1,1.5,0,0,FAIR,6,300,1904,2005,98122,47.6136,-122.303,1510,4740
6831228,7/1/2014,800000,3,3.5,2,0,0,fair,8,300,1993,0,98077,47.7641,-122.023,2920,148539
7689219,29/5/2014,472000,6,2.5,1,0,2,good,7,2060,1965,0,98003,47.3376,-122.324,2600,13988
7921537,12/8/2014,None,None,None,None,None,0,None,8,None,None,0,None,None,None,1190,8640
7697537,10/1/2014,210000,2,1,1,0,0,fair,10,0,1940,0,98126,47.5308,-122.376,830,4960
7683955,27/1/2015,455000,2,1,1.5,0,0,poor,8,0,1925,0,98115,47.6727,-122.299,1450,3750
7405100,27/4/2015,225000,3,1,1,0,0,good,7,0,1954,0,98002,47.3221,-122.216,1260,8316
7506771,26/8/2014,480000,2,1,1,0,2,good,11,240,1918,0,98103,47.6779,-122.353,1390,3060
7744782,2/12/2015,363000,3,2.5,2,0,0,fair,8,0,1990,0,98023,47.3076,-122.395,2570,10377
7544981,29/9/2014,2400000,4,2.5,1,1,4,fair,6,1820,2000,0,98074,47.6338,-122.072,3120,18841
7433390,26/2/2015,181000,2,1.5,1,0,0,fair,None,0,1954,0,98106,47.5218,-122.357,1150,2566
7322788,14/3/2015,250000,4,2,1,0,0,good,9,0,1976,0,98002,47.2785,-122.213,2010,7650
7585361,22/4/2015,481000,3,1.75,1,0,0,good,12,790,1918,0,98103,47.6846,-122.345,1390,3000
